gene	chrom	strand	cds_start0	cds_end	cds_span	cds_len	tx_len
YDR483W	chrIV	+	1421156	1422485	1329	1329	1498.0
YDR484W	chrIV	+	1422762	1424688	1926	1926	2028.0
YDR485C	chrIV	-	1424819	1427207	2388	2388	2579.0
YDR486C	chrIV	-	1427430	1428120	690	690	885.0
YDR487C	chrIV	-	1428353	1428980	627	627	801.0
YDR488C	chrIV	-	1429187	1430789	1602	1602	2520.0
YDR489W	chrIV	+	1431011	1431896	885	885	1317.0
YDR490C	chrIV	-	1431967	1434268	2301	2301	2550.0
YDR492W	chrIV	+	1434923	1435874	951	951	1274.0
YDR493W	chrIV	+	1436216	1436588	372	372	562.0
YDR494W	chrIV	+	1436929	1438015	1086	1086	1191.0
YDR495C	chrIV	-	1438114	1441150	3036	3036	3250.0
YDR496C	chrIV	-	1441432	1443403	1971	1971	2252.0
YDR497C	chrIV	-	1443712	1445467	1755	1755	1940.0
YDR498C	chrIV	-	1445842	1446994	1152	1152	1268.0
YDR499W	chrIV	+	1447829	1450073	2244	2244	2388.0
YDR500C	chrIV	-	1450197	1450853	656	267	377.0
YDR501W	chrIV	+	1451352	1452918	1566	1566	1816.0
YDR502C	chrIV	-	1453309	1454464	1155	1155	1492.0
YDR503C	chrIV	-	1455041	1455866	825	825	1099.0
YDR504C	chrIV	-	1456310	1456694	384	384	634.0
YDR505C	chrIV	-	1456694	1459220	2526	2526	3418.0
YDR506C	chrIV	-	1459727	1461554	1827	1827	2269.0
YDR507C	chrIV	-	1462357	1465786	3429	3429	3790.0
YDR508C	chrIV	-	1466452	1468444	1992	1992	2292.0
YDR510W	chrIV	+	1469399	1469705	306	306	582.0
YDR511W	chrIV	+	1470016	1470418	402	402	498.0
YDR512C	chrIV	-	1470499	1471063	564	564	406.0
YDR513W	chrIV	+	1471016	1471448	432	432	578.0
YDR514C	chrIV	-	1471547	1472999	1452	1452	1609.0
YDR515W	chrIV	+	1473428	1474772	1344	1344	1648.0
YDR516C	chrIV	-	1474973	1476476	1503	1503	1677.0
YDR517W	chrIV	+	1477238	1478357	1119	1119	1407.0
YDR518W	chrIV	+	1478607	1480161	1554	1554	1640.0
YDR519W	chrIV	+	1480424	1480832	408	408	729.0
YDR520C	chrIV	-	1481084	1483403	2319	2319	2573.0
YDR522C	chrIV	-	1483794	1485303	1509	1509	1759.0
YDR523C	chrIV	-	1485565	1487038	1473	1473	1723.0
YDR524C	chrIV	-	1487541	1488990	1449	1449	1825.0
YDR524W-C	chrIV	+	1489402	1489492	90	90	340.0
YDR524C-B	chrIV	-	1489597	1489798	201	201	583.0
YDR525W	chrIV	+	1489904	1490234	330	330	580.0
YDR525W-A	chrIV	+	1490595	1490835	240	240	500.0
YDR527W	chrIV	+	1491093	1492413	1320	1320	1522.0
YDR528W	chrIV	+	1494585	1495857	1272	1272	1713.0
YDR529C	chrIV	-	1496164	1496548	384	384	646.0
YDR530C	chrIV	-	1496790	1497768	978	978	1275.0
YDR531W	chrIV	+	1498231	1499335	1104	1104	1289.0
YDR532C	chrIV	-	1499395	1500553	1158	1158	1226.0
YDR533C	chrIV	-	1501446	1502160	714	714	817.0
YDR534C	chrIV	-	1503313	1504900	1587	1587	1837.0
YDR536W	chrIV	+	1508004	1509714	1710	1710	1960.0
YDR538W	chrIV	+	1510901	1511630	729	729	1865.0
YDR539W	chrIV	+	1512093	1513605	1512	1512	1958.0
YDR540C	chrIV	-	1517135	1517675	540	540	790.0
YDR541C	chrIV	-	1519663	1520698	1035	1035	1498.0
YDR542W	chrIV	+	1523248	1523611	363	363	613.0
YDR545W	chrIV	+	1526320	1531711	5391	5391	3149.0
YEL077C	chrV	-	263	4097	3834	3834	4084.0
YEL076C-A	chrV	-	4184	5114	930	651	901.0
YEL076C	chrV	-	4463	5114	651	651	901.0
YEL075C	chrV	-	5344	5713	369	369	619.0
YEL073C	chrV	-	7229	7553	324	324	574.0
YEL072W	chrV	+	13719	14415	696	696	953.0
YEL071W	chrV	+	16354	17845	1491	1491	1657.0
YEL070W	chrV	+	19588	21097	1509	1509	1759.0
YEL069C	chrV	-	21536	23231	1695	1695	1945.0
YEL068C	chrV	-	25645	25978	333	333	593.0
YEL067C	chrV	-	26188	26776	588	588	838.0
YEL066W	chrV	+	26720	27206	486	486	575.0
YEL065W	chrV	+	27656	29543	1887	1887	1984.0
YEL064C	chrV	-	29796	31239	1443	1443	1804.0
YEL063C	chrV	-	31693	33466	1773	1773	2331.0
YEL062W	chrV	+	34406	36254	1848	1848	2000.0
YEL061C	chrV	-	36534	39537	3003	3003	3351.0
YEL060C	chrV	-	40045	41953	1908	1908	2301.0
YEL059C-A	chrV	-	42399	42624	225	225	475.0
YEL059W	chrV	+	42651	42960	309	309	559.0
YEL058W	chrV	+	43251	44925	1674	1674	1928.0
YEL057C	chrV	-	45019	45721	702	702	952.0
YEL056W	chrV	+	47167	48373	1206	1206	1419.0
YEL055C	chrV	-	48470	51539	3069	3069	3337.0
YEL054C	chrV	-	52720	53218	498	498	765.0
YEL053C	chrV	-	53900	56102	2202	2202	2380.0
YEL052W	chrV	+	56570	58100	1530	1530	1654.0
YEL051W	chrV	+	58377	59148	771	771	954.0
YEL050C	chrV	-	59669	60851	1182	1182	1429.0
YEL049W	chrV	+	63727	64090	363	363	613.0
YEL048C	chrV	-	64708	65167	459	459	1051.0
YEL047C	chrV	-	65384	66797	1413	1413	1507.0
YEL046C	chrV	-	67628	68792	1164	1164	1847.0
YEL044W	chrV	+	69756	70257	501	501	1333.0
YEL043W	chrV	+	70477	73348	2871	2871	3055.0
YEL042W	chrV	+	73770	75327	1557	1557	1916.0
YEL041W	chrV	+	75943	77431	1488	1488	1738.0
YEL040W	chrV	+	78052	79456	1404	1404	1592.0
YEL039C	chrV	-	79635	79977	342	342	592.0
YEL038W	chrV	+	80461	81145	684	684	915.0
YEL037C	chrV	-	81406	82603	1197	1197	1604.0
YEL036C	chrV	-	83049	84552	1503	1503	1728.0
YEL035C	chrV	-	85044	85545	501	501	751.0
YEL034W	chrV	+	85675	86149	474	474	745.0
YEL033W	chrV	+	86178	86598	420	420	670.0
YEL032W	chrV	+	86936	89852	2916	2916	3219.0
YEL031W	chrV	+	90257	93905	3648	3648	3818.0
YEL030W	chrV	+	94643	96578	1935	1935	529.0
YEL029C	chrV	-	96857	97796	939	939	1401.0
YEL028W	chrV	+	98667	99129	462	462	712.0
YEL027W	chrV	+	100768	101251	483	483	799.0
YEL026W	chrV	+	101942	102323	381	381	585.0
YEL025C	chrV	-	102580	106147	3567	3567	3871.0
YEL024W	chrV	+	107259	107907	648	648	1360.0
YEL023C	chrV	-	108503	110552	2049	2049	2299.0
YEL022W	chrV	+	111420	115800	4380	4380	4551.0
YEL020W-A	chrV	+	117210	117474	264	264	456.0
YEL020C	chrV	-	118616	120299	1683	1683	1933.0
YEL019C	chrV	-	120497	121301	804	804	1054.0
YEL018W	chrV	+	121470	122310	840	840	1003.0
YEL017C-A	chrV	-	122797	122929	132	132	638.0
YEL017W	chrV	+	123656	124670	1014	1014	1578.0
YEL016C	chrV	-	124736	126218	1482	1482	1869.0
YEL015W	chrV	+	126628	128284	1656	1656	1859.0
YEL014C	chrV	-	128302	128608	306	306	556.0
YEL013W	chrV	+	128824	130561	1737	1737	2451.0
YEL012W	chrV	+	131771	132551	780	657	911.0
YEL011W	chrV	+	133119	135234	2115	2115	1363.0
YEL009C-A	chrV	-	136370	136778	408	408	658.0
YEL009C	chrV	-	138917	139763	846	846	1516.0
YEL008W	chrV	+	140511	140892	381	381	631.0
YEL007W	chrV	+	141891	143892	2001	2001	2424.0
YEL006W	chrV	+	144326	145334	1008	1008	1437.0
YEL005C	chrV	-	145906	146755	849	849	984.0
YEL004W	chrV	+	146950	147979	1029	1029	1830.0
YEL003W	chrV	+	148175	148599	424	336	479.0
YEL002C	chrV	-	148721	150014	1293	1293	1515.0
YEL001C	chrV	-	150300	150978	678	678	812.0
YER001W	chrV	+	153519	155808	2289	2289	2620.0
YER002W	chrV	+	156802	157498	696	696	839.0
YER003C	chrV	-	157735	159118	1383	1290	1559.0
YER004W	chrV	+	159579	160275	696	696	958.0
YER005W	chrV	+	160549	162442	1893	1893	2231.0
YER006W	chrV	+	162722	164285	1563	1563	1696.0
YER007W	chrV	+	164526	166083	1557	1557	1678.0
YER007C-A	chrV	-	166236	166885	649	546	766.0
YER008C	chrV	-	167807	171818	4011	4011	4152.0
YER009W	chrV	+	172114	172492	378	378	615.0
YER010C	chrV	-	172633	173338	705	705	850.0
YER011W	chrV	+	175247	176012	765	765	973.0
YER012W	chrV	+	177834	178431	597	597	805.0
YER013W	chrV	+	178840	182278	3438	3438	3557.0
YER014W	chrV	+	182599	184219	1620	1620	1785.0
YER014C-A	chrV	-	183730	184700	970	462	712.0
YER015W	chrV	+	184540	186775	2235	2235	2466.0
YER016W	chrV	+	188276	189311	1035	1035	1234.0
YER017C	chrV	-	189502	191788	2286	2286	2536.0
YER018C	chrV	-	191958	192624	666	666	828.0
YER019W	chrV	+	192796	194230	1434	1434	1910.0
YER019C-A	chrV	-	194272	194539	267	267	387.0
YER020W	chrV	+	195167	196517	1350	1350	1758.0
YER021W	chrV	+	196947	198519	1572	1572	1758.0
YER022W	chrV	+	198811	200875	2064	2064	2198.0
YER023W	chrV	+	201075	201936	861	861	1104.0
YER024W	chrV	+	202191	204963	2772	2772	3022.0
YER025W	chrV	+	205250	206834	1584	1584	1889.0
YER026C	chrV	-	207643	208474	831	831	1029.0
YER027C	chrV	-	208978	210232	1254	1254	1621.0
YER028C	chrV	-	210691	211876	1185	1185	1309.0
YER029C	chrV	-	212586	213177	591	591	769.0
YER030W	chrV	+	213436	213898	462	462	694.0
YER031C	chrV	-	214075	214747	672	672	895.0
YER032W	chrV	+	215062	217693	2631	2631	2941.0
YER033C	chrV	-	218056	221287	3231	3231	3481.0
YER034W	chrV	+	221845	222403	558	558	825.0
YER035W	chrV	+	222638	223076	438	438	689.0
YER036C	chrV	-	223366	225199	1833	1833	1969.0
YER037W	chrV	+	225888	226854	966	966	1216.0
YER038C	chrV	-	226857	228252	1395	1395	1651.0
YER038W-A	chrV	+	228450	228831	381	381	631.0
YER039C	chrV	-	228455	229205	750	750	1000.0
YER039C-A	chrV	-	229262	229481	219	219	469.0
YER040W	chrV	+	229794	231987	2193	2193	2540.0
YER041W	chrV	+	232460	234740	2280	2280	2507.0
YER042W	chrV	+	234936	235491	555	555	830.0
YER043C	chrV	-	235769	237119	1350	1350	1652.0
YER044C	chrV	-	237569	238016	447	447	703.0
YER044C-A	chrV	-	238459	239774	1315	1227	1477.0
YER045C	chrV	-	240031	241501	1470	1470	1843.0
YER046W	chrV	+	243179	243611	432	432	588.0
YER047C	chrV	-	243809	246503	2694	2694	3003.0
YER048C	chrV	-	246981	248157	1176	1176	1426.0
YER048W-A	chrV	+	250717	251002	285	285	725.0
YER049W	chrV	+	251727	253662	1935	1935	2135.0
YER050C	chrV	-	253970	254387	417	417	638.0
YER051W	chrV	+	254655	256134	1479	1479	1710.0
YER052C	chrV	-	256374	257958	1584	1584	1863.0
YER053C	chrV	-	258736	259639	903	903	1274.0
YER053C-A	chrV	-	260932	261046	114	114	364.0
YER054C	chrV	-	262051	263698	1647	1647	1897.0
YER055C	chrV	-	264891	265785	894	894	1052.0
YER056C	chrV	-	266511	268113	1602	1602	1808.0
YER056C-A	chrV	-	269422	270185	763	366	453.0
YER057C	chrV	-	270736	271126	390	390	554.0
YER058W	chrV	+	271767	272091	324	324	574.0
YER059W	chrV	+	272623	273886	1263	1263	1496.0
YER060W	chrV	+	274566	276153	1587	1587	2079.0
YER060W-A	chrV	+	276571	278164	1593	1593	1843.0
YER061C	chrV	-	278297	279626	1329	1329	1384.0
YER062C	chrV	-	279929	280682	753	753	1078.0
YER063W	chrV	+	281709	282366	657	657	952.0
YER064C	chrV	-	282704	284222	1518	1518	1850.0
YER065C	chrV	-	285240	286914	1674	1674	2122.0
YER066W	chrV	+	290241	290799	558	558	808.0
YER067W	chrV	+	292065	292551	486	486	575.0
YER068W	chrV	+	293049	294813	1764	1764	1970.0
YER069W	chrV	+	295409	298001	2592	2592	2719.0
YER070W	chrV	+	298949	301616	2667	2667	2959.0
YER071C	chrV	-	301946	302327	381	381	630.0
YER072W	chrV	+	302805	303195	390	390	606.0
YER073W	chrV	+	304029	305592	1563	1563	1914.0
YER074W	chrV	+	306322	307196	874	408	588.0
YER074W-A	chrV	+	307652	308123	471	258	555.0
YER075C	chrV	-	308412	311199	2787	2787	3050.0
YER076C	chrV	-	312589	313498	909	909	1210.0
YER077C	chrV	-	314533	316600	2067	2067	2093.0
YER078C	chrV	-	316806	318342	1536	1536	1850.0
YER078W-A	chrV	+	318645	318810	165	165	415.0
YER079W	chrV	+	318919	319552	633	633	883.0
YER080W	chrV	+	319962	321846	1884	1884	2070.0
YER081W	chrV	+	322685	324095	1410	1410	1660.0
YER082C	chrV	-	324271	325936	1665	1665	1834.0
YER083C	chrV	-	326173	327031	858	858	914.0
YER084W	chrV	+	327064	327451	387	387	637.0
YER085C	chrV	-	327618	328140	522	522	772.0
YER086W	chrV	+	328476	330207	1731	1731	1979.0
YER087W	chrV	+	330575	332306	1731	1731	1894.0
YER087C-B	chrV	-	332581	332830	249	249	497.0
YER088C	chrV	-	333175	335188	2013	2013	2270.0
YER089C	chrV	-	335945	337340	1395	1395	2391.0
YER090W	chrV	+	337948	339472	1524	1524	1764.0
YER091C	chrV	-	339863	342167	2304	2304	2599.0
YER092W	chrV	+	342854	343232	378	378	672.0
YER093C	chrV	-	343319	347612	4293	4293	4433.0
YER093C-A	chrV	-	347911	348400	489	414	565.0
YER094C	chrV	-	348728	349346	618	618	862.0
YER095W	chrV	+	349979	351182	1203	1203	1492.0
YER096W	chrV	+	351697	353236	1539	1539	1789.0
YER098W	chrV	+	355465	357730	2265	2265	2515.0
YER099C	chrV	-	358104	359061	957	957	1307.0
YER100W	chrV	+	359561	360314	753	753	1126.0
YER101C	chrV	-	360501	361794	1293	1293	1466.0
YER102W	chrV	+	363099	363702	603	603	853.0
YER103W	chrV	+	364588	366517	1929	1929	2235.0
YER104W	chrV	+	366801	367428	627	627	877.0
YER105C	chrV	-	367837	372013	4176	4176	4449.0
YER106W	chrV	+	372325	373234	909	909	1159.0
YER107C	chrV	-	373447	374545	1098	1098	1412.0
YER110C	chrV	-	378761	382103	3342	3342	3606.0
YER111C	chrV	-	382594	385876	3282	3282	3761.0
YER112W	chrV	+	387231	387795	564	564	745.0
YER113C	chrV	-	387931	390052	2121	2121	2392.0
YER114C	chrV	-	390589	393712	3123	3123	3763.0
YER115C	chrV	-	394291	394867	576	576	826.0
YER116C	chrV	-	395347	396172	825	825	1174.0
YER117W	chrV	+	396768	397653	885	414	589.0
YER118C	chrV	-	397951	399055	1104	1104	1570.0
YER119C	chrV	-	399495	400842	1347	1347	1462.0
YER120W	chrV	+	401134	401869	735	735	997.0
YER121W	chrV	+	402374	402719	345	345	595.0
YER122C	chrV	-	402870	404352	1482	1482	1716.0
YER123W	chrV	+	404812	406387	1575	1575	2186.0
YER124C	chrV	-	407341	409063	1722	1722	2145.0
YER125W	chrV	+	410188	412618	2430	2430	3327.0
YER126C	chrV	-	413393	414179	786	786	1311.0
YER127W	chrV	+	414480	415554	1074	1074	1214.0
YER128W	chrV	+	415858	416470	612	612	786.0
YER129W	chrV	+	417280	420709	3429	3429	4205.0
YER130C	chrV	-	421114	422446	1332	1332	1681.0
YER131W	chrV	+	423951	424311	360	360	1506.0
YER132C	chrV	-	425187	430449	5262	5262	5394.0
YER133W	chrV	+	432494	433958	1464	939	1435.0
YER134C	chrV	-	437266	437803	537	537	787.0
YER135C	chrV	-	437951	438344	393	393	848.0
YER136W	chrV	+	439615	440971	1356	1356	1817.0
YER137C	chrV	-	441372	441819	447	447	623.0
YER138W-A	chrV	+	449473	449578	105	105	588.0
YER139C	chrV	-	450562	451243	681	681	1510.0
YER140W	chrV	+	451564	453235	1671	1671	1961.0
YER141W	chrV	+	453458	454919	1461	1461	1745.0
YER142C	chrV	-	455145	456036	891	891	1108.0
YER143W	chrV	+	456318	457605	1287	1287	1547.0
YER144C	chrV	-	457805	460223	2418	2418	2542.0
YER145C	chrV	-	460525	461740	1215	1215	1414.0
YER145C-A	chrV	-	462385	462823	438	438	688.0
YER146W	chrV	+	462584	462866	282	282	408.0
YER147C	chrV	-	462967	464842	1875	1875	2047.0
YER148W	chrV	+	465302	466025	723	723	1105.0
YER149C	chrV	-	466207	467470	1263	1263	1418.0
YER150W	chrV	+	468369	468816	447	447	1256.0
YER151C	chrV	-	469685	472424	2739	2739	2901.0
YER152C	chrV	-	472656	473988	1332	1332	1415.0
YER153C	chrV	-	474040	474805	765	765	1014.0
YER154W	chrV	+	475019	476228	1209	1209	2016.0
YER155C	chrV	-	476344	482848	6504	6504	6670.0
YER156C	chrV	-	483324	484341	1017	1017	1147.0
YER157W	chrV	+	484787	487193	2406	2406	2510.0
YER158C	chrV	-	488856	490578	1722	1722	2045.0
YER159C	chrV	-	491529	491958	429	429	747.0
YER161C	chrV	-	499346	500348	1002	1002	1346.0
YER162C	chrV	-	500629	502894	2265	2265	2413.0
YER163C	chrV	-	503083	503782	699	699	839.0
YER164W	chrV	+	505391	509798	4407	4407	4826.0
YER165W	chrV	+	510372	512106	1734	1734	2059.0
YER166W	chrV	+	512743	517459	4716	4716	5239.0
YER167W	chrV	+	518215	520771	2556	2556	3003.0
YER168C	chrV	-	521028	522669	1641	1641	1787.0
YER169W	chrV	+	523368	525759	2391	2391	2875.0
YER170W	chrV	+	525973	526651	678	678	1067.0
YER171W	chrV	+	527081	529418	2337	2337	2558.0
YER172C	chrV	-	529529	536021	6492	6492	6673.0
YER173W	chrV	+	536299	538279	1980	1980	2154.0
YER174C	chrV	-	538433	539168	735	735	959.0
YER175C	chrV	-	539463	540363	900	900	1152.0
YER175W-A	chrV	+	540649	540814	165	165	415.0
YER176W	chrV	+	541689	545055	3366	3366	3522.0
YER177W	chrV	+	545610	546414	804	804	1094.0
YER178W	chrV	+	546816	548079	1263	1263	1422.0
YER179W	chrV	+	548420	549517	1097	1005	1255.0
YER180C	chrV	-	549723	550527	804	804	1054.0
YER180C-A	chrV	-	550864	551122	258	258	555.0
YER181C	chrV	-	551472	551796	324	324	574.0
YER182W	chrV	+	552524	553259	735	735	855.0
YER183C	chrV	-	553333	553969	636	636	719.0
YER184C	chrV	-	556295	558680	2385	2385	3025.0
YER185W	chrV	+	559453	560365	912	912	1162.0
YER186C	chrV	-	561704	562625	921	921	1336.0
YER187W	chrV	+	566229	566655	426	426	676.0
YER188W	chrV	+	568039	568759	720	720	970.0
YER188C-A	chrV	-	569607	569907	300	300	550.0
YER189W	chrV	+	571154	571523	369	369	619.0
YER190W	chrV	+	571479	576525	5046	5046	5296.0
YER190C-B	chrV	-	575679	576162	483	483	733.0
YFL068W	chrVI	+	52	535	483	483	733.0
YFL067W	chrVI	+	835	1363	528	528	778.0
YFL066C	chrVI	-	1436	2615	1179	1179	1429.0
YFL065C	chrVI	-	3029	3338	309	309	559.0
YFL064C	chrVI	-	3321	3846	525	525	775.0
YFL062W	chrVI	+	6425	7565	1140	1140	1390.0
YFL061W	chrVI	+	9544	10222	678	678	928.0
YFL060C	chrVI	-	10300	10969	669	669	919.0
YFL059W	chrVI	+	11362	12259	897	897	1147.0
YFL058W	chrVI	+	12928	13951	1023	1023	1273.0
YFL055W	chrVI	+	17003	18680	1677	1677	1927.0
YFL054C	chrVI	-	20846	22787	1941	1941	2054.0
YFL053W	chrVI	+	23422	25198	1776	1776	2026.0
YFL052W	chrVI	+	28231	29629	1398	1398	1648.0
YFL051C	chrVI	-	30057	30540	483	483	733.0
YFL050C	chrVI	-	33271	35848	2577	2577	3611.0
YFL049W	chrVI	+	36802	38674	1872	1872	2023.0
YFL048C	chrVI	-	38842	40180	1338	1338	1529.0
YFL047W	chrVI	+	40420	42565	2145	2145	2253.0
YFL046W	chrVI	+	42814	43438	624	624	796.0
YFL045C	chrVI	-	43627	44392	765	765	998.0
YFL044C	chrVI	-	44654	45560	906	906	1204.0
YFL042C	chrVI	-	45719	47744	2025	2025	2148.0
YFL041W-A	chrVI	+	48733	48925	192	192	1108.0
YFL041W	chrVI	+	49138	51007	1869	1869	2065.0
YFL040W	chrVI	+	51349	52972	1623	1623	1873.0
YFL039C	chrVI	-	53259	54696	1437	1128	1537.0
YFL038C	chrVI	-	55365	55986	621	621	1574.0
YFL037W	chrVI	+	56335	57709	1374	1374	1664.0
YFL036W	chrVI	+	58781	62837	4056	4056	4404.0
YFL034C-B	chrVI	-	63015	63993	978	864	1091.0
YFL034C-A	chrVI	-	64242	64932	690	369	497.0
YFL034W	chrVI	+	65476	68698	3222	3222	3528.0
YFL033C	chrVI	-	69114	74427	5313	5313	5536.0
YFL031W	chrVI	+	75178	76147	969	717	1181.0
YFL030W	chrVI	+	76830	77988	1158	1158	1380.0
YFL029C	chrVI	-	78054	79161	1107	1107	1196.0
YFL028C	chrVI	-	79343	80213	870	870	966.0
YFL027C	chrVI	-	80418	81912	1494	1494	1644.0
YFL026W	chrVI	+	82579	83875	1296	1296	1617.0
YFL025C	chrVI	-	84144	87234	3090	3090	3344.0
YFL024C	chrVI	-	87846	90345	2499	2499	3180.0
YFL023W	chrVI	+	90985	93376	2391	2391	2484.0
YFL022C	chrVI	-	93498	95010	1512	1512	1673.0
YFL021W	chrVI	+	95965	97498	1533	1533	1624.0
YFL020C	chrVI	-	99230	99599	369	369	619.0
YFL019C	chrVI	-	100251	100605	354	354	604.0
YFL018C	chrVI	-	101627	103127	1500	1500	1666.0
YFL017W-A	chrVI	+	103698	103932	234	234	339.0
YFL017C	chrVI	-	103982	104462	480	480	710.0
YFL015C	chrVI	-	106468	106963	495	495	745.0
YFL014W	chrVI	+	107255	107585	330	330	580.0
YFL013C	chrVI	-	107851	109930	2079	2079	2193.0
YFL012W	chrVI	+	110646	111093	447	447	697.0
YFL011W	chrVI	+	112344	113985	1641	1641	1891.0
YFL010W-A	chrVI	+	114989	115274	285	285	535.0
YFL010C	chrVI	-	115107	115743	636	636	827.0
YFL009W	chrVI	+	116144	118484	2340	2340	2617.0
YFL008W	chrVI	+	119428	123106	3678	3678	3813.0
YFL007W	chrVI	+	123478	129910	6432	6432	6632.0
YFL005W	chrVI	+	130333	130981	648	648	1052.0
YFL004W	chrVI	+	131809	134296	2487	2487	2859.0
YFL003C	chrVI	-	134520	137157	2637	2637	2887.0
YFL002C	chrVI	-	145113	146934	1821	1821	2011.0
YFL001W	chrVI	+	147130	148459	1329	1329	1403.0
YFR001W	chrVI	+	149109	149724	615	615	737.0
YFR002W	chrVI	+	150015	152535	2520	2520	2624.0
YFR003C	chrVI	-	152656	153124	468	468	735.0
YFR004W	chrVI	+	153392	154313	921	921	1050.0
YFR005C	chrVI	-	154526	155873	1347	1347	1625.0
YFR006W	chrVI	+	156144	157752	1608	1608	1693.0
YFR007W	chrVI	+	159298	160360	1062	1062	1118.0
YFR008W	chrVI	+	160534	161200	666	666	1154.0
YFR009W	chrVI	+	162487	164746	2259	2259	2525.0
YFR010W	chrVI	+	165066	166566	1500	1500	1673.0
YFR011C	chrVI	-	166745	167258	513	513	698.0
YFR012W	chrVI	+	167887	168496	609	609	859.0
YFR012W-A	chrVI	+	169223	169310	87	87	337.0
YFR013W	chrVI	+	169921	172285	2364	2364	2578.0
YFR014C	chrVI	-	172536	173877	1341	1341	1572.0
YFR015C	chrVI	-	174264	176391	2127	2127	2377.0
YFR016C	chrVI	-	177041	180743	3702	3702	3847.0
YFR017C	chrVI	-	182273	182861	588	588	838.0
YFR018C	chrVI	-	183130	184222	1092	1092	1314.0
YFR019W	chrVI	+	184501	191338	6837	6837	6883.0
YFR020W	chrVI	+	192736	193435	699	699	1563.0
YFR021W	chrVI	+	194811	196314	1503	1503	1715.0
YFR022W	chrVI	+	196832	199034	2202	2202	2651.0
YFR023W	chrVI	+	199873	201709	1836	1836	2086.0
YFR024C-A	chrVI	-	201959	203433	1474	1380	1677.0
YFR025C	chrVI	-	203742	204750	1008	1008	1162.0
YFR026C	chrVI	-	205747	206257	510	510	760.0
YFR027W	chrVI	+	207451	208297	846	846	1096.0
YFR028C	chrVI	-	208412	210068	1656	1656	1769.0
YFR029W	chrVI	+	210936	212973	2037	2037	2148.0
YFR030W	chrVI	+	213311	216419	3108	3108	3219.0
YFR031C	chrVI	-	216593	220106	3513	3513	3599.0
YFR031C-A	chrVI	-	220506	221418	912	765	948.0
YFR032C	chrVI	-	222089	222959	870	870	1120.0
YFR032C-A	chrVI	-	223257	223437	180	180	632.0
YFR032C-B	chrVI	-	223709	223973	264	264	632.0
YFR033C	chrVI	-	224325	224769	444	444	706.0
YFR034C	chrVI	-	225019	225958	939	939	1812.0
YFR035C	chrVI	-	226120	226465	345	345	595.0
YFR035W-A	chrVI	+	226259	226550	291	291	541.0
YFR036W	chrVI	+	226962	227337	375	375	521.0
YFR037C	chrVI	-	227512	229186	1674	1674	1880.0
YFR038W	chrVI	+	229379	231941	2562	2562	2648.0
YFR039C	chrVI	-	232011	233544	1533	1533	1717.0
YFR040W	chrVI	+	234241	237250	3009	3009	3424.0
YFR041C	chrVI	-	237367	238255	888	888	1054.0
YFR042W	chrVI	+	238457	239060	603	603	743.0
YFR043C	chrVI	-	239113	239827	714	714	785.0
YFR044C	chrVI	-	239991	241437	1446	1446	1638.0
YFR045W	chrVI	+	241997	242999	1002	930	1028.0
YFR046C	chrVI	-	243073	244159	1086	1086	1319.0
YFR047C	chrVI	-	244278	245166	888	888	1001.0
YFR048W	chrVI	+	246145	248134	1989	1989	2092.0
YFR049W	chrVI	+	248522	248894	372	372	682.0
YFR050C	chrVI	-	249065	249866	801	801	985.0
YFR051C	chrVI	-	250162	251803	1641	1641	1767.0
YFR052W	chrVI	+	252504	253329	825	825	1056.0
YFR053C	chrVI	-	253591	255049	1458	1458	1708.0
YFR054C	chrVI	-	258854	259433	579	579	829.0
YFR055W	chrVI	+	264203	265226	1023	1023	1544.0
YFR057W	chrVI	+	269060	269516	456	456	706.0
YGL263W	chrVII	+	2789	3932	1143	1143	1393.0
YGL262W	chrVII	+	5311	5839	528	528	778.0
YGL261C	chrVII	-	6289	6652	363	363	613.0
YGL260W	chrVII	+	6859	7090	231	231	481.0
YGL259W	chrVII	+	8469	8967	498	498	748.0
YGL258W-A	chrVII	+	9161	9395	234	234	484.0
YGL258W	chrVII	+	11109	11730	621	621	871.0
YGL257C	chrVII	-	12480	14157	1677	1677	1979.0
YGL256W	chrVII	+	15158	16307	1149	1149	2054.0
YGL255W	chrVII	+	20977	22108	1131	1131	1274.0
YGL254W	chrVII	+	22303	23203	900	900	1657.0
YGL253W	chrVII	+	23934	25395	1461	1461	1700.0
YGL252C	chrVII	-	25717	27484	1767	1767	1912.0
YGL251C	chrVII	-	27920	31636	3716	3564	2555.0
YGL250W	chrVII	+	31909	32635	726	726	960.0
YGL249W	chrVII	+	33097	35212	2115	2115	2365.0
YGL248W	chrVII	+	35652	36762	1110	1110	1315.0
YGL247W	chrVII	+	36932	37526	594	594	694.0
YGL246C	chrVII	-	37616	38780	1164	1164	1383.0
YGL245W	chrVII	+	39022	41149	2127	2127	2227.0
YGL244W	chrVII	+	41497	43174	1677	1677	1825.0
YGL243W	chrVII	+	43306	44509	1203	1203	1318.0
YGL242C	chrVII	-	44651	45197	546	546	807.0
YGL241W	chrVII	+	45444	48459	3015	3015	3204.0
YGL240W	chrVII	+	48612	49365	753	753	108.0
YGL238W	chrVII	+	49551	52434	2883	2883	2980.0
YGL237C	chrVII	-	52730	53528	798	798	1072.0
YGL236C	chrVII	-	53786	55796	2010	2010	2093.0
YGL235W	chrVII	+	55278	55815	537	537	787.0
